City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected,Cluster_Labels
Mojo,2020-09-17,1.4,Maintenance,Mojo Industrial,187,9/17/2020 1:23,QR,1,-1.5917405012506054,-1.03094122835645,0
Addis Ababa,2018-06-23,2.93,Accident,Hawassa Main,654,6/23/2018 2:55,QR,1,-1.1108572039498943,0.585433344059789,0
Dire Dawa,2018-10-09,10.53,Equipment Failure,F6,630,10/9/2018 10:32,,0,1.2778441421189974,0.502364843550175,1
Addis Ababa,2019-06-22,4.11,Maintenance,Hawassa South,463,6/22/2019 4:06,,0,-0.7399798896918294,-0.0756534724958891,0
Bahir Dar,2020-04-21,11.46,Equipment Failure,Bahir Dar West,300,4/21/2020 11:27,,0,1.570145754203744,-0.6398270384570175,1
Dire Dawa,2017-05-14,7.4,Equipment Failure,F6,366,5/14/2017 7:23,,0,0.2940763509090462,-0.411388662055579,1
Harer,2018-09-05,5.8,Maintenance,Harer Water,148,9/5/2018 5:48,,0,-0.2088081430001943,-1.165927541684573,0
Addis Ababa,2017-10-28,7.38,Accident,Substation name,1175,10/28/2017 7:22,,0,0.2877902947351806,2.38871204262266,2
Mojo,2018-03-13,6.68,Equipment Failure,Mojo Central,130,3/13/2018 6:41,,0,0.0677783286498878,-1.2282289170667833,1
Addis Ababa,2022-04-22,9.35,Maintenance,Bole Lemi,1092,4/22/2022 9:20,,0,0.9069668278609327,2.1014334783602444,2
Addis Ababa,2020-02-26,4.11,Maintenance,Hawassa South,362,2/26/2020 4:06,,0,-0.7399798896918294,-0.4252334121405147,0
Harer,2020-10-13,4.88,Maintenance,Line 1,117,10/13/2020 4:53,,0,-0.4979667269980076,-1.273224354842824,0
Addis Ababa,2021-10-23,10.84,Maintenance,Hawassa South,376,10/23/2021 10:50,,0,1.375278012813913,-0.3767767868432398,1
Bahir Dar,2021-10-07,11.41,Maintenance,Bahir Dar West,695,10/7/2021 11:24,,0,1.55443061376908,0.7273420324303795,1
Mojo,2022-12-07,10.82,Maintenance,Mojo Industrial,246,12/7/2022 10:49,,0,1.3689919566400477,-0.826731164603649,1
Harer,2021-09-09,5.61,Maintenance,Harer Water,137,9/9/2021 5:36,,0,-0.2685256766519165,-1.204000604418146,0
Addis Ababa,2019-02-26,9.58,Maintenance,Kality 1,1028,2/26/2019 9:35,,0,0.9792564738603864,1.8799174770012737,2
Addis Ababa,2020-04-07,6.24,Accident,Hawassa South,519,4/7/2020 6:14,,0,-0.0705149071751531,0.1181730286932102,0
Dire Dawa,2019-11-28,6.47,Equipment Failure,F2,695,11/28/2019 6:28,,0,0.0017747388243,0.7273420324303795,2
Mojo,2022-06-22,3.25,Maintenance,Mojo Industrial,221,6/22/2022 3:15,,0,-1.0102803051680462,-0.913260852634497,0
Harer,2020-01-06,7.5,Maintenance,Line1,187,1/6/2020 7:30,,0,0.3255066317783736,-1.03094122835645,1
Bahir Dar,2019-05-01,3.05,Maintenance,Bahir Dar West,566,5/1/2019 3:02,,0,-1.0731408669067013,0.2808488421912043,0
Mojo,2018-01-29,4.65,Equipment Failure,Mojo Central,283,1/29/2018 4:38,,0,-0.5702563729974608,-0.698667226317994,0
Addis Ababa,2018-11-30,10.41,Maintenance,Kotebe A,1185,11/30/2018 10:24,,0,1.240127805075805,2.423323917834999,2
Bahir Dar,2018-04-25,3.28,Equipment Failure,Bahir Dar East,612,4/25/2018 3:16,,0,-1.000851220907248,0.4400634681679644,0
Addis Ababa,2022-05-16,1.78,Maintenance,Hawassa South,421,5/16/2022 1:46,QR,1,-1.4723054339471608,-0.2210233483877136,0
Bahir Dar,2021-09-01,1.76,Maintenance,Bahir Dar West,538,9/1/2021 1:45,QR,1,-1.4785914901210264,0.1839355915966546,0
Harer,2017-05-09,11.35,Accident,Harer Water,101,5/9/2017 11:20,,0,1.5355724452474833,-1.328603355182567,1
Harer,2022-12-12,6.58,Equipment Failure,Line 2,130,12/12/2022 6:34,,0,0.0363480477805604,-1.2282289170667833,1
Harer,2020-03-05,5.5,Maintenance,Line 2,143,3/5/2020 5:30,,0,-0.3030989856081769,-1.1832334792907424,0
Harer,2021-08-07,9.92,Maintenance,Line 2,283,8/7/2021 9:55,,0,1.0861194288160998,-0.698667226317994,1
Harer,2022-12-30,10.19,Equipment Failure,Harer No 3,280,12/30/2022 10:11,,0,1.170981187163284,-0.7090507888816958,1
Dire Dawa,2022-11-04,4.65,Accident,F5,540,11/4/2022 4:39,,0,-0.5702563729974608,0.1908579666391224,0
Mojo,2017-08-08,8.63,Maintenance,Mojo Industrial,153,8/8/2017 8:37,,0,0.6806688056017749,-1.1486216040784032,1
Harer,2020-12-09,9.48,Maintenance,Line 2,208,12/9/2020 9:28,,0,0.9478261929910587,-0.9582562904105378,1
Addis Ababa,2018-08-07,8.2,Equipment Failure,Addis Center,962,8/7/2018 8:12,,0,0.5455185978636661,1.6514791005998353,2
Dire Dawa,2021-11-23,2.67,Maintenance,F3,624,11/23/2021 2:40,QR,1,-1.1925759342101458,0.4815977184227714,0
Harer,2022-07-02,10.63,Maintenance,Bedesa,127,7/2/2022 10:38,,0,1.3092744229883255,-1.2386124796304852,1
Addis Ababa,2017-05-03,6.93,Maintenance,Hawassa South,608,5/3/2017 6:55,,0,0.1463540308232066,0.4262187180830288,1
Addis Ababa,2022-12-23,4.11,Accident,Addis North,953,12/23/2022 4:06,,0,-0.7399798896918294,1.62032841290873,2
Addis Ababa,2018-04-26,5.68,Equipment Failure,Hawassa South,517,4/26/2018 5:40,,0,-0.2465244800433874,0.1112506536507423,0
Mojo,2022-01-28,1.41,Equipment Failure,Mojo Central,186,1/28/2022 1:24,QR,1,-1.5885974731636727,-1.034402415877684,0
Addis Ababa,2021-10-13,2.41,Equipment Failure,Kality North,954,10/13/2021 2:24,QR,1,-1.2742946644703974,1.623789600429964,2
Addis Ababa,2019-02-17,9.42,Equipment Failure,Addis Center,905,2/17/2019 9:25,,0,0.928968024469462,1.454191411889502,2
Addis Ababa,2022-01-12,1.0,Accident,Hawassa Main,302,1/12/2022 1:00,QR,1,-1.7174616247279155,-0.6329046634145497,0
Mojo,2022-01-26,5.58,Maintenance,Mojo Industrial,259,1/26/2022 5:34,,0,-0.2779547609127148,-0.7817357268276081,0
Mojo,2018-01-21,6.75,Maintenance,Mojo Central,174,1/21/2018 6:44,,0,0.0897795252584171,-1.075936666132491,1
Mojo,2020-07-21,1.6,Accident,Mojo Central,290,7/21/2020 1:36,QR,1,-1.5288799395119506,-0.6744389136693567,0
Dire Dawa,2021-11-01,11.7,Maintenance,F5 ,300,11/1/2021 11:42,,0,1.6455784282901296,-0.6398270384570175,1
Mojo,2021-03-08,3.49,Equipment Failure,Mojo Central,189,3/8/2021 3:29,,0,-0.93484763108166,-1.0240188533139822,0
Harer,2022-06-25,4.35,Maintenance,Line 4,232,6/25/2022 4:20,,0,-0.6645472156054436,-0.8751877899009238,0
Harer,2017-03-03,4.34,Maintenance,TL,255,3/3/2017 4:20,,0,-0.6676902436923763,-0.7955804769125437,0
Addis Ababa,2021-03-15,3.53,Equipment Failure,Kality 1,1099,3/15/2021 3:32,,0,-0.9222755187339292,2.125661791008882,2
Mojo,2022-09-07,1.02,Maintenance,Mojo Central,249,9/7/2022 1:00,QR,1,-1.7111755685540502,-0.8163476020399473,0
Dire Dawa,2020-05-19,9.02,Equipment Failure,F5,367,5/19/2020 9:01,,0,0.8032469009921519,-0.4079274745343451,1
Mojo,2020-05-18,11.64,Maintenance,Mojo Central,140,5/18/2020 11:38,,0,1.6267202597685335,-1.1936170418544445,1
Dire Dawa,2018-02-17,3.47,Maintenance,F2,316,2/17/2018 3:28,,0,-0.9411336872555256,-0.5844480381172749,0
Bahir Dar,2022-12-04,8.29,Accident,Bahir Dar West,610,12/4/2022 8:17,,0,0.5738058506460608,0.4331410931254966,1
Bahir Dar,2022-04-15,9.16,Equipment Failure,Bahir Dar West,431,4/15/2022 9:09,,0,0.8472492942092107,-0.1864114731753744,1
Addis Ababa,2019-12-14,10.33,Accident,Sululta,1143,12/14/2019 10:19,,0,1.2149835803803426,2.2779540419431745,2
Bahir Dar,2018-11-08,5.65,Equipment Failure,Bahir Dar East,512,11/8/2018 5:38,,0,-0.2559535643041855,0.0939447160445728,0
Mojo,2019-12-11,4.33,Maintenance,Mojo Industrial,259,12/11/2019 4:19,,0,-0.670833271779309,-0.7817357268276081,0
Harer,2017-07-17,4.58,Accident,Bedesa,162,7/17/2017 4:34,,0,-0.5922575696059901,-1.117470916387298,0
Mojo,2018-05-25,8.84,Maintenance,Mojo Industrial,113,5/25/2018 8:50,,0,0.7466723954273624,-1.2870691049277598,1
Dire Dawa,2018-04-25,9.98,Equipment Failure,F2,259,4/25/2018 9:59,,0,1.1049775973376963,-0.7817357268276081,1
Mojo,2020-02-27,3.0,Maintenance,Mojo Central,246,2/27/2020 2:59,QR,1,-1.0888560073413651,-0.826731164603649,0
Addis Ababa,2017-01-02,5.08,Equipment Failure,Hawassa Main,369,1/2/2017 5:04,,0,-0.4351061652593525,-0.4010050994918773,0
Bahir Dar,2022-07-04,10.92,Accident,Bahir Dar East,403,7/4/2022 10:55,,0,1.4004222375093751,-0.2833247237699241,1
Bahir Dar,2018-03-18,9.87,Accident,Bahir Dar West,387,3/18/2018 9:52,,0,1.0704042883814358,-0.3387037241096667,1
Mojo,2017-10-13,11.83,Equipment Failure,Mojo Industrial,135,10/13/2017 11:50,,0,1.6864377934202557,-1.2109229794606138,1
Addis Ababa,2021-04-20,9.3,Equipment Failure,Hawassa Main,612,4/20/2021 9:17,,0,0.8912516874262694,0.4400634681679644,1
Bahir Dar,2022-07-06,5.33,Maintenance,Bahir Dar West,319,7/6/2022 5:19,,0,-0.3565304630860336,-0.5740644755535731,0
Addis Ababa,2022-01-23,7.5,Equipment Failure,Addis East1,977,1/23/2022 7:29,,0,0.3255066317783736,1.703396913418344,2
Bahir Dar,2018-12-10,8.27,Equipment Failure,Bahir Dar East,465,12/10/2018 8:16,,0,0.5675197944721955,-0.0687310974534212,1
Addis Ababa,2017-02-17,1.86,Maintenance,Addis Center,1054,2/17/2017 1:51,QR,1,-1.4471612092516988,1.969908352553356,2
Addis Ababa,2020-07-08,6.99,Maintenance,Outage per line ,1079,7/8/2020 6:59,,0,0.1652121993448033,2.0564380405842035,2
Harer,2022-07-02,8.8,Accident,Harer No 3,273,7/2/2022 8:48,,0,0.7341002830796317,-0.7332791015303333,1
Harer,2021-08-23,2.84,Maintenance,Line1,289,8/23/2021 2:50,QR,1,-1.1391444567322893,-0.6779001011905906,0
Bahir Dar,2022-01-28,9.59,Maintenance,Bahir Dar West,398,1/28/2022 9:35,,0,0.982399501947319,-0.3006306613760937,1
Mojo,2022-02-28,7.42,Maintenance,Mojo Central,102,2/28/2022 7:25,,0,0.3003624070829116,-1.325142167661333,1
Addis Ababa,2022-10-05,11.47,Equipment Failure,Hawassa South,700,10/5/2022 11:28,,0,1.5732887822906767,0.7446479700365491,1
Bahir Dar,2019-03-30,1.47,Maintenance,Bahir Dar East,510,3/30/2019 1:27,QR,1,-1.5697393046420762,0.0870223410021049,0
Mojo,2022-08-25,3.92,Maintenance,Mojo Industrial,248,8/25/2022 3:55,,0,-0.7996974233435519,-0.8198087895611812,0
Addis Ababa,2019-05-17,7.62,Accident,Hawassa Main,510,5/17/2019 7:37,,0,0.3632229688215667,0.0870223410021049,1
Addis Ababa,2017-08-10,4.26,Maintenance,Nifas Silk,947,8/10/2017 4:15,,0,-0.6928344683878382,1.5995612877813266,2
Dire Dawa,2018-10-23,8.86,Maintenance,F4,526,10/23/2018 8:51,,0,0.7529584516012279,0.1424013413418476,1
Addis Ababa,2017-10-26,9.35,Maintenance,Hawassa Main,483,10/26/2017 9:20,,0,0.9069668278609327,-0.0064297220712107,1
Dire Dawa,2017-12-11,2.13,Accident,Dire Dawa Substation 1,343,12/11/2017 2:07,QR,1,-1.3622994509045143,-0.4909959750439591,0
Addis Ababa,2022-09-09,6.65,Equipment Failure,Gefersa,1049,9/9/2022 6:39,,0,0.0583492443890897,1.952602414947186,2
Mojo,2021-10-01,6.6,Maintenance,Mojo Central,238,10/1/2021 6:35,,0,0.0426341039544257,-0.8544206647735203,1
Addis Ababa,2022-10-05,5.06,Maintenance,Hawassa South,530,10/5/2022 5:03,,0,-0.4413922214332181,0.1562460914267833,0
Mojo,2020-11-22,11.26,Maintenance,Mojo Central,111,11/22/2020 11:15,,0,1.5072851924650883,-1.2939914799702277,1
Dire Dawa,2018-01-17,10.1,Maintenance,F6,389,1/17/2018 10:06,,0,1.1426939343808893,-0.3317813490671989,1
Addis Ababa,2022-10-23,8.67,Equipment Failure,Hawassa South,325,10/23/2022 8:40,,0,0.6932409179495057,-0.5532973504261696,1
Bahir Dar,2021-02-27,8.86,Maintenance,Bahir Dar East,359,2/27/2021 8:51,,0,0.7529584516012279,-0.4356169747042164,1
Addis Ababa,2022-07-28,6.08,Accident,Addis East2,970,7/28/2022 6:04,,0,-0.1208033565660772,1.6791686007697066,2
Mojo,2021-09-20,11.13,Equipment Failure,Mojo Central,290,9/20/2021 11:07,,0,1.466425827334963,-0.6744389136693567,1
Mojo,2018-05-04,8.64,Maintenance,Mojo Central,254,5/4/2018 8:38,,0,0.6838118336887077,-0.7990416644337777,1
Bahir Dar,2020-07-13,9.02,Maintenance,Bahir Dar West,309,7/13/2020 9:01,,0,0.8032469009921519,-0.6086763507659123,1
Harer,2018-01-20,10.48,Equipment Failure,Harer Water,129,1/20/2018 10:28,,0,1.262129001684334,-1.2316901045880173,1
Bahir Dar,2018-11-03,4.01,Maintenance,Bahir Dar East,609,11/3/2018 4:00,,0,-0.7714101705611571,0.4296799056042627,0
Harer,2021-02-16,9.88,Maintenance,Line 4,234,2/16/2021 9:52,,0,1.073547316468369,-0.868265414858456,1
Addis Ababa,2017-10-06,3.15,Maintenance,Hawassa Main,364,10/6/2017 3:08,,0,-1.041710586037374,-0.4183110370980468,0
Harer,2021-05-16,4.8,Maintenance,Line 1,252,5/16/2021 4:47,,0,-0.5231109516934697,-0.8059640394762455,0
Mojo,2022-09-09,4.69,Equipment Failure,Mojo Central,116,9/9/2022 4:41,,0,-0.5576842606497298,-1.2766855423640582,0
Mojo,2022-09-09,11.76,Equipment Failure,Mojo Industrial,107,9/9/2022 11:45,,0,1.6644365968117265,-1.3078362300551634,1
Addis Ababa,2019-05-08,10.42,Equipment Failure,Total No oflines,878,5/8/2019 10:25,,0,1.2432708331627371,1.3607393488161863,2
Mojo,2022-12-18,8.71,Maintenance,Mojo Industrial,145,12/18/2022 8:42,,0,0.705813030297237,-1.1763111042482746,1
Dire Dawa,2022-10-15,9.0,Maintenance,Dire Dawa Substation 1,654,10/15/2022 8:59,,0,0.7969608448182866,0.585433344059789,1
Addis Ababa,2017-03-12,7.18,Maintenance,Hawassa South,447,3/12/2017 7:10,,0,0.2249297329965254,-0.1310324728356317,1
Harer,2020-08-12,11.42,Accident,Line1,101,8/12/2020 11:25,,0,1.5575736418560129,-1.328603355182567,1
Addis Ababa,2022-07-11,6.46,Maintenance,Hawassa South,735,7/11/2022 6:27,,0,-0.0013682892626326,0.8657895332797362,2
Addis Ababa,2022-10-20,5.19,Equipment Failure,Hawassa South,658,10/20/2022 5:11,,0,-0.4005328563030921,0.5992780941447247,0
Mojo,2018-04-29,2.79,Equipment Failure,Mojo Central,129,4/29/2018 2:47,QR,1,-1.1548595971669529,-1.2316901045880173,0
Bahir Dar,2020-05-23,9.65,Maintenance,Bahir Dar West,472,5/23/2020 9:38,,0,1.0012576704689156,-0.0445027848047838,1
Bahir Dar,2022-08-14,9.08,Accident,Bahir Dar West,510,8/14/2022 9:04,,0,0.8221050695137486,0.0870223410021049,1
Addis Ababa,2017-11-05,5.23,Maintenance,Hawassa Main,696,11/5/2017 5:13,,0,-0.387960743955361,0.7308032199516135,2
Mojo,2021-06-21,1.28,Maintenance,Mojo Central,283,6/21/2021 1:16,QR,1,-1.6294568382937984,-0.698667226317994,0
Mojo,2018-06-06,10.23,Maintenance,Mojo Central,239,6/6/2018 10:13,,0,1.1835532995110152,-0.8509594772522864,1
Addis Ababa,2022-11-22,1.13,Maintenance,Sebeta 2,802,11/22/2022 1:07,QR,1,-1.67660225959779,1.0976890972024087,0
Bahir Dar,2018-01-03,8.74,Maintenance,Bahir Dar West,308,1/3/2018 8:44,,0,0.715242114558035,-0.6121375382871462,1
Mojo,2022-04-23,11.67,Equipment Failure,Mojo Central,193,4/23/2022 11:40,,0,1.6361493440293315,-1.0101741032290463,1
Dire Dawa,2017-07-14,5.81,Equipment Failure,F6,438,7/14/2017 5:48,,0,-0.2056651149132616,-0.162183160526737,0
Harer,2021-04-02,3.58,Equipment Failure,Line 1,118,4/2/2021 3:35,,0,-0.9065603782992654,-1.2697631673215903,0
Addis Ababa,2020-10-31,8.75,Equipment Failure,Addis Center,1020,10/31/2020 8:45,,0,0.7183851426449678,1.8522279768314027,2
Bahir Dar,2022-04-26,9.99,Equipment Failure,Bahir Dar West,699,4/26/2022 9:59,,0,1.1081206254246292,0.7411867825153152,1
Bahir Dar,2019-09-06,7.01,Maintenance,Bahir Dar East,342,9/6/2019 7:00,,0,0.1714982555186687,-0.494457162565193,1
Harer,2018-08-04,11.64,Maintenance,Fedis,212,8/4/2018 11:38,,0,1.6267202597685335,-0.9444115403256022,1
Bahir Dar,2018-07-01,1.57,Accident,Bahir Dar West,384,7/1/2018 1:34,QR,1,-1.5383090237727486,-0.3490872866733685,0
Dire Dawa,2017-05-29,6.55,Maintenance,F5,655,5/29/2017 6:33,,0,0.026918963519762,0.5888945315810229,2
Mojo,2018-07-17,8.9,Maintenance,Mojo Industrial,105,7/17/2018 8:54,,0,0.7655305639489591,-1.3147586050976312,1
Addis Ababa,2017-08-25,10.49,Accident,Hawassa South,451,8/25/2017 10:29,,0,1.2652720297712667,-0.1171877227506961,1
Addis Ababa,2017-01-03,2.97,Equipment Failure,Addis East2,1036,1/3/2017 2:58,QR,1,-1.0982850916021634,1.9076069771711448,2
Addis Ababa,2019-04-26,9.8,Accident,Gefersa,918,4/26/2019 9:48,,0,1.048403091772907,1.499186849665543,2
Bahir Dar,2021-05-24,7.08,Equipment Failure,Bahir Dar East,302,5/24/2021 7:04,,0,0.193499452127198,-0.6329046634145497,1
Dire Dawa,2022-10-24,5.36,Maintenance,F5 ,629,10/24/2022 5:21,,0,-0.3471013788252353,0.498903656028941,0
Addis Ababa,2022-04-22,2.45,Equipment Failure,Hawassa Main,405,4/22/2022 2:26,QR,1,-1.2617225521226665,-0.2764023487274563,0
Addis Ababa,2019-12-16,10.52,Equipment Failure,Total No oflines,976,12/16/2019 10:31,,0,1.2747011140320648,1.6999357258971102,2
Addis Ababa,2019-04-10,2.73,Maintenance,Addis West,1062,4/10/2019 2:43,QR,1,-1.1737177656885494,1.9975978527232272,2
Bahir Dar,2020-04-10,4.41,Maintenance,Bahir Dar West,681,4/10/2020 4:24,,0,-0.6456890470838469,0.6788854071331047,0
Harer,2017-08-11,4.19,Maintenance,Line 1,252,8/11/2017 4:11,,0,-0.7148356649963674,-0.8059640394762455,0
Harer,2019-11-17,10.59,Maintenance,Line 2,255,11/17/2019 10:35,,0,1.2967023106405942,-0.7955804769125437,1
Addis Ababa,2022-03-08,8.4,Equipment Failure,DUKEM,1068,3/8/2022 8:23,,0,0.6083791596023215,2.0183649778506307,2
Addis Ababa,2020-11-26,9.76,Maintenance,Hawassa South,660,11/26/2020 9:45,,0,1.0358309794251757,0.6062004691871925,1
Mojo,2021-02-13,3.76,Maintenance,Mojo Industrial,143,2/13/2021 3:45,,0,-0.8499858727344759,-1.1832334792907424,0
Mojo,2017-12-23,7.87,Equipment Failure,Mojo Central,242,12/23/2017 7:52,,0,0.4417986709948855,-0.8405759146885847,1
Addis Ababa,2017-06-11,7.29,Maintenance,Hawassa Main,413,6/11/2017 7:17,,0,0.2595030419527858,-0.2487128485575849,1
Dire Dawa,2022-01-27,10.16,Equipment Failure,F6,641,1/27/2022 10:09,,0,1.161552102902486,0.540437906283748,1
Addis Ababa,2018-10-08,10.97,Accident,Sululta 33,920,10/8/2018 10:58,,0,1.416137377944039,1.5061092247080108,2
Mojo,2018-11-29,1.13,Maintenance,Mojo Industrial,215,11/29/2018 1:08,QR,1,-1.67660225959779,-0.9340279777619004,0
Mojo,2022-09-16,8.41,Maintenance,Mojo Central,165,9/16/2022 8:24,,0,0.6115221876892541,-1.1070873538235964,1
Addis Ababa,2017-06-12,1.57,Maintenance,Hawassa Main,280,6/12/2017 1:34,QR,1,-1.5383090237727486,-0.7090507888816958,0
Addis Ababa,2018-01-08,7.04,Equipment Failure,Kality North,550,1/8/2018 7:02,,0,0.180927339779467,0.2254698418514616,1
Bahir Dar,2019-04-03,4.16,Maintenance,Bahir Dar West,628,4/3/2019 4:09,,0,-0.7242647492571657,0.4954424685077071,0
Addis Ababa,2021-05-23,4.37,Equipment Failure,Average interruption per year/line    ,997,5/23/2021 4:22,,0,-0.6582611594315779,1.7726206638430226,2
Addis Ababa,2020-04-13,4.88,Maintenance,TOTAL,1055,4/13/2020 4:52,,0,-0.4979667269980076,1.9733695400745896,2
Addis Ababa,2022-05-21,7.83,Equipment Failure,Hawassa Main,428,5/21/2022 7:50,,0,0.4292265586471545,-0.1967950357390762,1
Addis Ababa,2017-07-23,4.67,Equipment Failure,DUKEM,1223,7/23/2017 4:40,,0,-0.5639703168235954,2.554849043641888,2
Harer,2020-07-24,9.06,Maintenance,Harer Water,120,7/24/2020 9:03,,0,0.8158190133398833,-1.2628407922791225,1
Harer,2020-09-05,5.45,Maintenance,Line 3,288,9/5/2020 5:26,,0,-0.3188141260428406,-0.6813612887118246,0
Addis Ababa,2019-11-24,1.75,Equipment Failure,Kality 1,828,11/24/2019 1:45,QR,1,-1.481734518207959,1.1876799727544904,2
Mojo,2017-03-09,9.62,Maintenance,Mojo Central,282,3/9/2017 9:37,,0,0.991828586208117,-0.702128413839228,1
Dire Dawa,2022-08-26,4.14,Maintenance,F3,335,8/26/2022 4:08,,0,-0.7305508054310313,-0.5186854752138305,0
Mojo,2017-12-28,5.76,Equipment Failure,Mojo Central,258,12/28/2017 5:45,,0,-0.2213802553479253,-0.785196914348842,0
Bahir Dar,2022-05-03,8.54,Maintenance,Bahir Dar West,479,5/3/2022 8:32,,0,0.6523815528193797,-0.0202744721561464,1
Dire Dawa,2017-12-11,4.66,Maintenance,F1,605,12/11/2017 4:39,,0,-0.5671133449105281,0.415835155519327,0
Addis Ababa,2017-08-10,1.62,Equipment Failure,Hawassa Main,517,8/10/2017 1:37,QR,1,-1.522593883338085,0.1112506536507423,0
Dire Dawa,2018-03-27,5.11,Equipment Failure,F4,652,3/27/2018 5:06,,0,-0.4256770809985541,0.5785109690173211,0
Addis Ababa,2018-02-21,11.39,Maintenance,Addis East2,1011,2/21/2018 11:23,,0,1.5481445575952146,1.821077289140297,2
Bahir Dar,2021-03-07,8.06,Equipment Failure,Bahir Dar West,665,3/7/2021 8:03,,0,0.501516204646608,0.623506406793362,1
Addis Ababa,2021-05-01,8.39,Equipment Failure,DUKEM,854,5/1/2021 8:23,,0,0.6052361315153888,1.2776708483065722,2
Addis Ababa,2021-05-18,7.96,Equipment Failure,Mekanisa,1164,5/18/2021 7:57,,0,0.4700859237772802,2.3506389798890868,2
Mojo,2018-08-04,3.19,Maintenance,Mojo Industrial,252,8/4/2018 3:11,,0,-1.0291384736896427,-0.8059640394762455,0
Addis Ababa,2018-09-09,5.6,Maintenance,Hawassa South,699,9/9/2018 5:36,,0,-0.2716687047388494,0.7411867825153152,2
Addis Ababa,2018-06-05,9.26,Maintenance,Weregenu,1120,6/5/2018 9:15,,0,0.878679575078538,2.198346728954794,2
Mojo,2017-04-19,2.12,Equipment Failure,Mojo Central,210,4/19/2017 2:06,QR,1,-1.3654424789914472,-0.95133391536807,0
Addis Ababa,2020-06-06,4.06,Accident,Weregenu,1023,6/6/2020 4:03,,0,-0.7556950301264934,1.8626115393951044,2
Bahir Dar,2022-01-14,4.04,Accident,Bahir Dar West,681,1/14/2022 4:02,,0,-0.7619810863003588,0.6788854071331047,0
Addis Ababa,2017-12-03,5.75,Equipment Failure,Hawassa Main,573,12/3/2017 5:45,,0,-0.224523283434858,0.3050771548398417,0
Harer,2019-03-02,11.78,Equipment Failure,Line 2,149,3/2/2019 11:47,,0,1.6707226529855916,-1.1624663541633389,1
Addis Ababa,2019-07-26,1.74,Maintenance,Weregenu,1069,7/26/2019 1:44,QR,1,-1.4848775462948918,2.0218261653718645,2
Harer,2018-10-08,6.71,Equipment Failure,Harer Water,220,10/8/2018 6:42,,0,0.0772074129106861,-0.9167220401557308,1
Addis Ababa,2020-12-20,2.97,Equipment Failure,Gelan,1178,12/20/2020 2:58,QR,1,-1.0982850916021634,2.399095605186361,2
Dire Dawa,2020-08-07,11.68,Maintenance,Dire Dawa Substation 1,572,8/7/2020 11:40,,0,1.6392923721162642,0.3016159673186078,1
Addis Ababa,2018-03-14,2.25,Equipment Failure,Weregenu,1186,3/14/2018 2:14,QR,1,-1.3245831138613215,2.426785105356233,2
Addis Ababa,2017-02-26,5.44,Equipment Failure,Hawassa Main,448,2/26/2017 5:26,,0,-0.3219571541297732,-0.1275712853143978,0
Bahir Dar,2018-01-10,9.12,Equipment Failure,Bahir Dar West,670,1/10/2018 9:07,,0,0.8346771818614793,0.6408123443995316,1
Harer,2018-10-02,8.75,Maintenance,TL,249,10/2/2018 8:45,,0,0.7183851426449678,-0.8163476020399473,1
Dire Dawa,2017-06-29,5.65,Maintenance,F1,471,6/29/2017 5:39,,0,-0.2559535643041855,-0.0479639723260177,0
Harer,2022-01-22,4.81,Equipment Failure,Harer Water,267,1/22/2022 4:48,,0,-0.519967923606537,-0.7540462266577368,0
Mojo,2018-11-07,5.37,Equipment Failure,Mojo Industrial,155,11/7/2018 5:22,,0,-0.3439583507383026,-1.1416992290359351,0
Addis Ababa,2019-05-21,3.91,Maintenance,Bole Lemi,1172,5/21/2019 3:54,,0,-0.8028404514304845,2.378328480058958,2
Bahir Dar,2019-12-08,3.26,Maintenance,Bahir Dar East,441,12/8/2019 3:15,,0,-1.0071372770811136,-0.1517995979630352,0
Addis Ababa,2020-12-18,6.31,Maintenance,Legetafo,1110,12/18/2020 6:18,,0,-0.048513710566624,2.163734853742455,2
Addis Ababa,2017-07-19,3.95,Maintenance,Mekanisa,1015,7/19/2017 3:57,,0,-0.7902683390827535,1.834922039225233,2
Harer,2020-04-06,4.16,Maintenance,Line 3,215,4/6/2020 4:09,,0,-0.7242647492571657,-0.9340279777619004,0
Dire Dawa,2018-02-09,8.22,Equipment Failure,F5 ,452,2/9/2018 8:13,,0,0.5518046540375321,-0.1137265352294622,1
Addis Ababa,2022-04-24,11.65,Equipment Failure,Hawassa South,395,4/24/2022 11:39,,0,1.6298632878554662,-0.3110142239397954,1
Addis Ababa,2019-03-20,7.64,Equipment Failure,Sululta 33,802,3/20/2019 7:38,,0,0.3695090249954321,1.0976890972024087,2
Harer,2019-09-04,1.85,Maintenance,Line 1,229,9/4/2019 1:50,QR,1,-1.4503042373386317,-0.8855713524646256,0
Harer,2018-07-31,1.83,Maintenance,Line1,214,7/31/2018 1:49,QR,1,-1.456590293512497,-0.9374891652831344,0
Harer,2019-10-16,11.47,Maintenance,Fedis,174,10/16/2019 11:27,,0,1.5732887822906767,-1.075936666132491,1
Addis Ababa,2018-05-11,4.27,Maintenance,Hawassa South,657,5/11/2018 4:16,,0,-0.6896914403009056,0.5958169066234907,0
Bahir Dar,2018-08-12,2.01,Equipment Failure,Bahir Dar West,615,8/12/2018 2:00,QR,1,-1.4000157879477075,0.4504470307316662,0
