City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected
Addis Ababa,2020-08-16,3.32,Equipment Failure,Hawassa Main,418,8/16/2020 3:19,,0,-0.9882791085595171,-0.23140691095141536
Addis Ababa,2020-09-17,3.52,Accident,TL,124,9/17/2020 3:31,,0,-0.9254185468208619,-1.2489960421941868
Bahir Dar,2018-10-30,6.16,Equipment Failure,Bahir Dar East,461,10/30/2018 6:09,,0,-0.09565913187061517,-0.08257584753835695
Addis Ababa,2020-01-19,3.95,Accident,Addis East1,1149,1/19/2020 3:57,,0,-0.7902683390827535,2.298721167070578
Dire Dawa,2018-03-30,2.11,Equipment Failure,F2,423,3/30/2018 2:06,QR,1,-1.3685855070783803,-0.21410097334524578
Addis Ababa,2021-01-10,2.84,Accident,Hawassa Main,442,1/10/2021 2:50,QR,1,-1.1391444567322893,-0.14833841044180135
Addis Ababa,2022-09-13,2.62,Maintenance,Hawassa Main,469,9/13/2022 2:37,QR,1,-1.2082910746448097,-0.05488634736848561
Addis Ababa,2019-03-07,11.7,Equipment Failure,Legetafo,946,3/7/2019 11:42,,0,1.6455784282901296,1.5961001002600925
Mojo,2017-04-29,9.35,Equipment Failure,Mojo Industrial,173,4/29/2017 9:21,,0,0.9069668278609327,-1.079397853653725
Addis Ababa,2018-05-04,11.65,Equipment Failure,Line 2,216,5/4/2018 11:38,,0,1.6298632878554662,-0.9305667902406665
Addis Ababa,2019-09-23,5.84,Maintenance,Nifas Silk,872,9/23/2019 5:50,,0,-0.19623603065246334,1.3399722236887828
Dire Dawa,2020-05-11,4.06,Equipment Failure,Dire Dawa Substation 1,426,5/11/2020 4:03,,0,-0.7556950301264934,-0.20371741078154404
Mojo,2020-09-19,9.78,Maintenance,Mojo Industrial,251,9/19/2020 9:46,,0,1.042117035599041,-0.8094252269974794
Addis Ababa,2019-11-03,4.59,Equipment Failure,DUKEM,1106,11/3/2019 4:35,,0,-0.5891145415190574,2.1498901036575195
Dire Dawa,2020-12-10,4.29,Maintenance,F3,613,12/10/2020 4:17,,0,-0.68340538412704,0.44352465568919835
Addis Ababa,2021-04-17,3.56,Equipment Failure,Hawassa Main,624,4/17/2021 3:33,,0,-0.9128464344731309,0.48159771842277144
Dire Dawa,2017-09-07,2.43,Accident,F5 ,550,9/7/2017 2:25,QR,1,-1.268008608296532,0.22546984185146163
Bahir Dar,2021-07-21,3.82,Maintenance,Bahir Dar East,353,7/21/2021 3:49,,0,-0.8311277042128794,-0.4563840998316199
Addis Ababa,2018-05-01,4.91,Maintenance,Harer No 3,158,5/1/2018 4:54,,0,-0.48853764273720923,-1.1313156664722337
Bahir Dar,2019-01-18,8.41,Equipment Failure,Bahir Dar East,649,1/18/2019 8:24,,0,0.6115221876892541,0.5681274064536194
Addis Ababa,2021-12-23,1.69,Equipment Failure,Hawassa Main,518,12/23/2021 1:41,QR,1,-1.5005926867295558,0.1147118411719763
Bahir Dar,2022-10-14,3.32,Maintenance,Bahir Dar West,374,10/14/2022 3:18,,0,-0.9882791085595171,-0.3836991618857077
Mojo,2018-10-02,9.9,Equipment Failure,Mojo Industrial,245,10/2/2018 9:53,,0,1.0798333726422344,-0.830192352124883
Mojo,2020-02-18,2.62,Maintenance,Mojo Central,238,2/18/2020 2:36,QR,1,-1.2082910746448097,-0.8544206647735203
Mojo,2021-03-18,4.77,Equipment Failure,Mojo Industrial,207,3/18/2021 4:46,,0,-0.532540035954268,-0.9617174779317718
Addis Ababa,2017-04-11,10.51,Maintenance,Hawassa Main,645,4/11/2017 10:30,,0,1.271558085945132,0.5542826563686837
Bahir Dar,2017-12-26,2.7,Maintenance,Bahir Dar East,304,12/26/2017 2:42,QR,1,-1.1831468499493476,-0.6259822883720818
Addis Ababa,2017-11-04,1.91,Maintenance,PT,155,11/4/2017 1:54,QR,1,-1.431446068817035,-1.1416992290359353
Addis Ababa,2021-04-19,6.33,Maintenance,Hawassa South,521,4/19/2021 6:19,,0,-0.0422276543927584,0.12509540373567804
Addis Ababa,2021-04-30,4.33,Equipment Failure,Hawassa Main,603,4/30/2021 4:19,,0,-0.670833271779309,0.4089127804768592
Addis Ababa,2017-08-23,7.2,Maintenance,Hawassa South,547,8/23/2017 7:11,,0,0.23121578917039112,0.2150862792877599
Addis Ababa,2020-08-30,9.84,Maintenance,Sululta,899,8/30/2020 9:50,,0,1.0609752041206377,1.4334242867620985
Dire Dawa,2018-02-15,2.51,Equipment Failure,Dire Dawa Substation 1,304,2/15/2018 2:30,QR,1,-1.24286438360107,-0.6259822883720818
Addis Ababa,2022-07-31,7.39,Equipment Failure,Hawassa South,448,7/31/2022 7:23,,0,0.29093332282211326,-0.12757128531439788
Addis Ababa,2019-05-11,6.56,Maintenance,Average interruption per year/line    ,1177,5/11/2019 6:33,,0,0.03006199160669477,2.3956344176651276
Bahir Dar,2019-09-28,2.58,Equipment Failure,Bahir Dar West,395,9/28/2019 2:35,QR,1,-1.2208631869925406,-0.31101422393979544
Addis Ababa,2021-09-08,7.86,Maintenance,Line 1,178,9/8/2021 7:51,,0,0.43865564290795284,-1.0620919160475553
Addis Ababa,2021-04-19,4.01,Equipment Failure,Outage per line ,1182,4/19/2021 4:00,,0,-0.7714101705611571,2.412940355271297
Dire Dawa,2017-08-25,6.37,Maintenance,F3,651,8/25/2017 6:21,,0,-0.029655542045027374,0.5750497814960872
Dire Dawa,2019-06-27,1.9,Maintenance,F2,432,6/27/2019 1:54,QR,1,-1.4345890969039679,-0.18295028565414054
Addis Ababa,2022-07-23,6.06,Maintenance,Line 2,268,7/23/2022 6:03,,0,-0.12708941273994287,-0.7505850391365029
Dire Dawa,2022-01-09,4.37,Accident,F5 ,690,1/9/2022 4:22,,0,-0.6582611594315779,0.7100360948242099
Dire Dawa,2020-07-13,10.05,Maintenance,F5,607,7/13/2020 10:02,,0,1.126978793946226,0.4227575305617949
Addis Ababa,2021-08-18,1.63,Maintenance,Kality 1,1176,8/18/2021 1:37,QR,1,-1.5194508552511523,2.392173230143894
Addis Ababa,2019-09-14,5.6,Equipment Failure,Addis East2,1067,9/14/2019 5:36,,0,-0.27166870473884946,2.014903790329397
Addis Ababa,2020-12-13,6.04,Maintenance,Harer Water,118,12/13/2020 6:02,,0,-0.13337546891380825,-1.2697631673215903
Addis Ababa,2022-09-26,8.98,Maintenance,Kality North,895,9/26/2022 8:58,,0,0.7906747886444212,1.4195795366771629
Mojo,2017-10-22,7.32,Equipment Failure,Mojo Industrial,220,10/22/2017 7:19,,0,0.2689321262135842,-0.9167220401557309
Dire Dawa,2019-12-29,8.34,Equipment Failure,F6,497,12/29/2019 8:20,,0,0.5895209910807249,0.042026903226064054
Bahir Dar,2020-03-07,9.55,Maintenance,Bahir Dar West,479,3/7/2020 9:32,,0,0.9698273895995881,-0.020274472156146448
Addis Ababa,2017-04-17,10.48,Maintenance,Bedesa,163,4/17/2017 10:29,,0,1.262129001684334,-1.1140097288660642
Mojo,2022-08-11,4.45,Maintenance,Mojo Industrial,122,8/11/2022 4:27,,0,-0.6331169347361159,-1.2559184172366546
Bahir Dar,2022-01-12,6.92,Accident,Bahir Dar West,381,1/12/2022 6:55,,0,0.14321100273627396,-0.3594708492370703
Addis Ababa,2019-11-24,10.24,Maintenance,Sululta 33,1151,11/24/2019 10:14,,0,1.1866963275979479,2.305643542113046
Bahir Dar,2020-01-19,11.88,Maintenance,Bahir Dar East,325,1/19/2020 11:53,,0,1.7021529338549195,-0.5532973504261696
Addis Ababa,2022-07-11,10.78,Maintenance,Hawassa Main,532,7/11/2022 10:47,,0,1.3564198442923163,0.16316846646925112
Addis Ababa,2018-01-24,5.09,Accident,Hawassa South,490,1/24/2018 5:05,,0,-0.4319631371724198,0.017798590577426634
Addis Ababa,2020-06-21,3.15,Accident,Sululta 33,1045,6/21/2020 3:08,,0,-1.0417105860373739,1.9387576648622507
Addis Ababa,2021-05-19,6.38,Maintenance,PT,290,5/19/2021 6:22,,0,-0.02651251395809469,-0.6744389136693567
Addis Ababa,2017-10-09,9.16,Maintenance,TL,104,10/9/2017 9:09,,0,0.8472492942092107,-1.3182197926188652
Dire Dawa,2019-04-29,6.42,Accident,Dire Dawa Substation 1,463,4/29/2019 6:25,,0,-0.013940401610363667,-0.07565347249588911
Addis Ababa,2020-08-08,6.31,Maintenance,Hawassa Main,318,8/8/2020 6:18,,0,-0.04851371056662405,-0.577525663074807
Addis Ababa,2022-04-18,10.22,Maintenance,Hawassa Main,586,4/18/2022 10:13,,0,1.1804102714240825,0.35007259261588264
Addis Ababa,2020-01-10,4.98,Maintenance,Legetafo,843,1/10/2020 4:58,,0,-0.4665364461286799,1.2395977855729992
Mojo,2019-04-23,10.46,Equipment Failure,Mojo Industrial,200,4/23/2019 10:27,,0,1.2558429455104687,-0.9859457905804092
Addis Ababa,2022-11-16,5.47,Maintenance,Line1,158,11/16/2022 5:28,,0,-0.31252806986897524,-1.1313156664722337
Bahir Dar,2022-06-29,4.61,Maintenance,Bahir Dar East,466,6/29/2022 4:36,,0,-0.5828284853451918,-0.06526990993218737
Addis Ababa,2021-07-28,5.99,Maintenance,Addis Center,888,7/28/2021 5:59,,0,-0.14909060934847193,1.3953512240285255
Addis Ababa,2018-08-23,9.39,Maintenance,Addis West,915,8/23/2018 9:23,,0,0.9195389402086641,1.4888032871018413
Addis Ababa,2022-10-12,2.39,Maintenance,Hawassa South,673,10/12/2022 2:23,QR,1,-1.2805807206442628,0.6511959069632334
Addis Ababa,2022-10-27,3.16,Accident,Mekanisa,1161,10/27/2022 3:09,,0,-1.038567557950441,2.340255417325385
Addis Ababa,2019-09-19,11.47,Equipment Failure,Bedesa,152,9/19/2019 11:27,,0,1.5732887822906767,-1.1520827915996372
Addis Ababa,2017-10-20,2.93,Equipment Failure,Gefersa,1188,10/20/2017 2:55,QR,1,-1.1108572039498943,2.4337074803987004
Bahir Dar,2019-06-23,7.25,Maintenance,Bahir Dar West,549,6/23/2019 7:14,,0,0.24693092960505483,0.2220086543302277
Bahir Dar,2021-03-14,7.37,Maintenance,Bahir Dar East,358,3/14/2021 7:22,,0,0.2846472666482479,-0.4390781622254504
Bahir Dar,2021-06-28,6.39,Accident,Bahir Dar East,355,6/28/2021 6:23,,0,-0.023369485871162003,-0.4494617247891521
Mojo,2018-10-17,8.09,Equipment Failure,Mojo Central,146,10/17/2018 8:05,,0,0.510945288907406,-1.1728499167270408
Addis Ababa,2021-03-17,3.53,Equipment Failure,Harer No 3,259,3/17/2021 3:31,,0,-0.9222755187339292,-0.7817357268276081
Bahir Dar,2022-02-28,7.08,Equipment Failure,Bahir Dar East,328,2/28/2022 7:04,,0,0.19349945212719805,-0.5429137878624678
Dire Dawa,2021-04-09,5.09,Maintenance,F4,650,4/9/2021 5:05,,0,-0.4319631371724198,0.5715885939748533
Addis Ababa,2022-08-11,8.28,Accident,Bedesa,124,8/11/2022 8:16,,0,0.5706628225591281,-1.2489960421941868
Dire Dawa,2020-10-17,2.55,Maintenance,F5 ,488,10/17/2020 2:33,QR,1,-1.230292271253339,0.010876215534958801
Addis Ababa,2018-03-16,7.28,Equipment Failure,Hawassa Main,675,3/16/2018 7:16,,0,0.25636001386585316,0.6581182820057012
Bahir Dar,2020-09-28,3.04,Accident,Bahir Dar East,541,9/28/2020 3:02,,0,-1.076283894993634,0.1943191541603564
Mojo,2018-09-29,4.07,Maintenance,Mojo Industrial,227,9/29/2018 4:03,,0,-0.7525520020395604,-0.8924937275070934
Dire Dawa,2019-01-27,3.41,Equipment Failure,F3,340,1/27/2019 3:24,,0,-0.9599918557771222,-0.5013795376076609
Addis Ababa,2021-01-12,3.01,Equipment Failure,Hawassa South,691,1/12/2021 3:00,,0,-1.0857129792544324,0.7134972823454439
Dire Dawa,2022-11-20,10.08,Equipment Failure,F5,407,11/20/2022 10:04,,0,1.136407878207024,-0.26947997368498844
Bahir Dar,2020-11-24,4.14,Equipment Failure,Bahir Dar East,646,11/24/2020 4:08,,0,-0.7305508054310313,0.5577438438899176
Bahir Dar,2022-09-30,11.2,Maintenance,Bahir Dar East,282,9/30/2022 11:11,,0,1.488427023943492,-0.702128413839228
Mojo,2020-01-09,11.67,Equipment Failure,Mojo Industrial,182,1/9/2020 11:40,,0,1.6361493440293315,-1.0482471659626196
Addis Ababa,2021-03-01,7.28,Maintenance,Harer No 3,122,3/1/2021 7:17,,0,0.25636001386585316,-1.2559184172366546
Bahir Dar,2018-12-08,2.57,Accident,Bahir Dar East,668,12/8/2018 2:34,QR,1,-1.2240062150794735,0.6338899693570638
Dire Dawa,2017-09-10,5.12,Maintenance,F4,573,9/10/2017 5:07,,0,-0.42253405291162144,0.3050771548398417
Addis Ababa,2019-02-11,9.78,Accident,Hawassa South,406,2/11/2019 9:46,,0,1.042117035599041,-0.27294116120622236
Mojo,2019-11-19,5.04,Maintenance,Mojo Industrial,299,11/19/2019 5:02,,0,-0.4476782776070835,-0.6432882259782514
Bahir Dar,2020-06-03,1.96,Equipment Failure,Bahir Dar West,642,6/3/2020 1:57,QR,1,-1.4157309283823714,0.5438990938049819
Mojo,2021-01-01,7.12,Maintenance,Mojo Central,220,1/1/2021 7:07,,0,0.20607156447492908,-0.9167220401557309
Addis Ababa,2019-07-04,10.3,Maintenance,Harer Water,279,7/4/2019 10:17,,0,1.2055544961195446,-0.7125119764029297
Dire Dawa,2021-06-26,9.76,Maintenance,F4,465,6/26/2021 9:45,,0,1.0358309794251757,-0.06873109745342128
Addis Ababa,2022-01-17,2.93,Equipment Failure,PT,266,1/17/2022 2:55,QR,1,-1.1108572039498943,-0.7575074141789707
Dire Dawa,2018-09-19,8.4,Maintenance,F5,724,9/19/2018 8:24,,0,0.6083791596023215,0.8277164705461632
Mojo,2022-01-30,3.43,Maintenance,Mojo Central,170,1/30/2022 3:25,,0,-0.9537057996032566,-1.0897814162174266
Mojo,2021-11-06,3.4,Equipment Failure,Mojo Industrial,256,11/6/2021 3:24,,0,-0.963134883864055,-0.7921192893913098
Addis Ababa,2020-02-19,10.61,Equipment Failure,Hawassa Main,503,2/19/2020 10:36,,0,1.3029883668144595,0.06279402835346755
Addis Ababa,2017-02-25,3.75,Equipment Failure,Hawassa South,408,2/25/2017 3:44,,0,-0.8531289008214086,-0.2660187861637545
Dire Dawa,2017-11-15,3.9,Equipment Failure,F3,326,11/15/2017 3:53,,0,-0.8059834795174173,-0.5498361629049356
Addis Ababa,2021-01-07,1.01,Maintenance,Hawassa Main,666,1/7/2021 1:00,QR,1,-1.7143185966409829,0.6269675943145959
Dire Dawa,2018-03-14,10.58,Equipment Failure,F5,561,3/14/2018 10:34,,0,1.2935592825536615,0.2635429045850347
Addis Ababa,2021-07-01,9.72,Maintenance,Hawassa Main,325,7/1/2021 9:43,,0,1.023258867077445,-0.5532973504261696
Addis Ababa,2017-12-19,7.9,Maintenance,Gefersa,815,12/19/2017 7:54,,0,0.45122775525568387,1.1426845349784496
Bahir Dar,2018-09-20,9.25,Maintenance,Bahir Dar East,502,9/20/2018 9:15,,0,0.8755365469916053,0.059332840832233634
Addis Ababa,2018-07-03,2.67,Accident,Outage per line ,965,7/3/2018 2:40,QR,1,-1.1925759342101458,1.661862663163537
Addis Ababa,2022-01-13,6.04,Maintenance,Hawassa Main,347,1/13/2022 6:02,,0,-0.13337546891380825,-0.47715122495902346
Addis Ababa,2021-02-21,4.86,Maintenance,Hawassa Main,477,2/21/2021 4:51,,0,-0.5042527831718729,-0.02719684719861428
Bahir Dar,2018-10-09,2.03,Maintenance,Bahir Dar West,595,10/9/2018 2:01,QR,1,-1.3937297317738422,0.3812232803069879
Mojo,2021-07-09,6.35,Accident,Mojo Central,109,7/9/2021 6:20,,0,-0.03594159821889303,-1.3009138550126955
Addis Ababa,2017-03-12,11.13,Maintenance,Hawassa Main,335,3/12/2017 11:07,,0,1.466425827334963,-0.5186854752138305
Addis Ababa,2021-11-18,1.44,Equipment Failure,Harer Water,234,11/18/2021 1:26,QR,1,-1.5791683889028747,-0.868265414858456
Dire Dawa,2017-08-13,4.21,Maintenance,F5,571,8/13/2017 4:12,,0,-0.708549608822502,0.29815477979737387
Addis Ababa,2022-03-16,3.28,Equipment Failure,Addis West,958,3/16/2022 3:16,,0,-1.000851220907248,1.6376343505148996
Bahir Dar,2021-06-08,3.62,Accident,Bahir Dar East,600,6/8/2021 3:37,,0,-0.8939882659515344,0.3985292179131575
Bahir Dar,2022-03-10,10.99,Accident,Bahir Dar West,577,3/10/2022 10:59,,0,1.4224234341179045,0.3189219049247774
Mojo,2021-06-14,6.15,Maintenance,Mojo Central,295,6/14/2021 6:08,,0,-0.09880215995754786,-0.6571329760631871
Dire Dawa,2020-05-14,6.13,Equipment Failure,Dire Dawa Substation 1,642,5/14/2020 6:07,,0,-0.1050882161314135,0.5438990938049819
Addis Ababa,2018-06-05,9.37,Equipment Failure,Kality North,1187,6/5/2018 9:21,,0,0.9132528840347981,2.4302462928774666
Addis Ababa,2021-09-14,2.7,Maintenance,Hawassa Main,618,9/14/2021 2:41,QR,1,-1.1831468499493476,0.46083059329536796
Dire Dawa,2021-10-16,6.36,Maintenance,F1,356,10/16/2021 6:21,,0,-0.03279857013196006,-0.44600053726791816
Mojo,2018-09-22,5.73,Maintenance,Mojo Industrial,143,9/22/2018 5:43,,0,-0.23080933960872344,-1.1832334792907424
Addis Ababa,2020-12-26,7.57,Maintenance,Nifas Silk,1179,12/26/2020 7:33,,0,0.34750782838690303,2.4025567927075953
Bahir Dar,2022-07-23,12.0,Maintenance,Bahir Dar West,623,7/23/2022 11:59,,0,1.7398692708981123,0.4781365309015375
Addis Ababa,2019-04-29,9.46,Maintenance,Kality 2,1101,4/29/2019 9:27,,0,0.9415401368171934,2.13258416605135
Bahir Dar,2022-09-27,5.38,Maintenance,Bahir Dar West,581,9/27/2022 5:22,,0,-0.34081532265136993,0.33276665500971303
Dire Dawa,2022-11-08,10.1,Equipment Failure,F4,490,11/8/2022 10:06,,0,1.1426939343808893,0.017798590577426634
Mojo,2018-11-16,2.88,Maintenance,Mojo Industrial,211,11/16/2018 2:52,QR,1,-1.126572344384558,-0.9478727278468361
Addis Ababa,2020-04-24,1.34,Equipment Failure,Line 3,242,4/24/2020 1:20,QR,1,-1.6105986697722021,-0.8405759146885847
Addis Ababa,2017-01-29,3.25,Maintenance,Hawassa Main,524,1/29/2017 3:14,,0,-1.0102803051680462,0.1354789662993798
Dire Dawa,2018-07-05,4.74,Accident,F5 ,497,7/5/2018 4:44,,0,-0.541969120215066,0.042026903226064054
Addis Ababa,2020-09-21,6.62,Equipment Failure,Hawassa South,356,9/21/2020 6:36,,0,0.048920160128291444,-0.44600053726791816
Addis Ababa,2021-09-07,7.77,Maintenance,Hawassa Main,413,9/7/2021 7:45,,0,0.4103683901255578,-0.24871284855758494
Addis Ababa,2022-03-21,11.02,Maintenance,Average interruption per year/line    ,1190,3/21/2022 11:00,,0,1.4318525183787025,2.4406298554411685
Bahir Dar,2021-12-23,6.61,Maintenance,Bahir Dar West,340,12/23/2021 6:36,,0,0.045777132041358755,-0.5013795376076609
Addis Ababa,2022-06-20,6.51,Maintenance,Hawassa South,452,6/20/2022 6:30,,0,0.014346851172031062,-0.1137265352294622
Addis Ababa,2021-03-24,1.55,Equipment Failure,Line 2,204,3/24/2021 1:33,QR,1,-1.5445950799466142,-0.9721010404954735
Addis Ababa,2020-11-19,1.38,Equipment Failure,PT,229,11/19/2020 1:23,QR,1,-1.598026557424471,-0.8855713524646256
Addis Ababa,2021-07-12,7.06,Maintenance,Addis Center,960,7/12/2021 7:03,,0,0.18721339595333242,1.6445567255573674
Addis Ababa,2020-04-12,5.82,Equipment Failure,PT,290,4/12/2020 5:49,,0,-0.20252208682632872,-0.6744389136693567
Dire Dawa,2020-08-14,10.23,Maintenance,F2,528,8/14/2020 10:13,,0,1.1835532995110152,0.14932371638431546
Mojo,2021-08-27,2.77,Maintenance,Mojo Central,297,8/27/2021 2:46,QR,1,-1.1611456533408184,-0.6502106010207193
Bahir Dar,2022-10-13,1.27,Maintenance,Bahir Dar East,313,10/13/2022 1:16,QR,1,-1.6325998663807315,-0.5948316006809766
Bahir Dar,2018-10-07,5.94,Equipment Failure,Bahir Dar East,657,10/7/2018 5:56,,0,-0.16480574978313564,0.5958169066234907
Bahir Dar,2018-01-24,3.61,Maintenance,Bahir Dar West,305,1/24/2018 3:36,,0,-0.8971312940384671,-0.6225211008508479
Mojo,2021-02-04,1.55,Equipment Failure,Mojo Central,187,2/4/2021 1:32,QR,1,-1.5445950799466142,-1.03094122835645
Dire Dawa,2018-02-14,8.97,Maintenance,F2,343,2/14/2018 8:58,,0,0.7875317605574885,-0.4909959750439591
Addis Ababa,2018-01-16,2.23,Equipment Failure,Bedesa,133,1/16/2018 2:13,QR,1,-1.330869170035187,-1.2178453545030816
Dire Dawa,2020-01-31,7.69,Equipment Failure,F4,301,1/31/2020 7:41,,0,0.3852241654300961,-0.6363658509357836
Addis Ababa,2019-04-07,4.09,Equipment Failure,Average interruption per year/line    ,920,4/7/2019 4:05,,0,-0.7462659458656951,1.5061092247080108
Bahir Dar,2019-07-28,2.91,Accident,Bahir Dar East,611,7/28/2019 2:54,QR,1,-1.1171432601237599,0.43660228064673057
Bahir Dar,2020-05-03,5.18,Maintenance,Bahir Dar East,306,5/3/2020 5:10,,0,-0.40367588439002505,-0.619059913329614
Dire Dawa,2017-10-12,9.82,Maintenance,F6,481,10/12/2017 9:48,,0,1.0546891479467724,-0.013352097113678615
Addis Ababa,2020-07-02,5.31,Maintenance,Hawassa Main,507,7/2/2020 5:18,,0,-0.36281651925989933,0.07663877843840322
Bahir Dar,2018-07-13,9.26,Maintenance,Bahir Dar West,653,7/13/2018 9:15,,0,0.878679575078538,0.581972156538555
Addis Ababa,2018-12-25,2.38,Equipment Failure,Hawassa Main,614,12/25/2018 2:22,QR,1,-1.2837237487311957,0.4469858432104323
Addis Ababa,2021-04-04,9.5,Maintenance,Harer Water,248,4/4/2021 9:30,,0,0.9541122491649242,-0.8198087895611812
Addis Ababa,2017-12-06,3.61,Equipment Failure,Line 1,281,12/6/2017 3:36,,0,-0.8971312940384671,-0.7055896013604619
Addis Ababa,2017-12-03,8.45,Maintenance,PT,297,12/3/2017 8:27,,0,0.624094300036985,-0.6502106010207193
Bahir Dar,2018-12-08,7.22,Equipment Failure,Bahir Dar East,332,12/8/2018 7:13,,0,0.2375018453442565,-0.5290690377775322
Addis Ababa,2017-04-22,11.22,Equipment Failure,Fedis,176,4/22/2017 11:13,,0,1.4947130801173578,-1.069014291090023
Dire Dawa,2022-08-04,5.26,Maintenance,F6,697,8/4/2022 5:15,,0,-0.37853165969456304,0.7342644074728474
Addis Ababa,2020-09-10,1.73,Accident,Line 3,275,9/10/2020 1:43,QR,1,-1.4880205743818244,-0.7263567264878654
Addis Ababa,2020-12-20,1.21,Maintenance,Harer No 3,226,12/20/2020 1:12,QR,1,-1.6514580349023278,-0.8959549150283274
Addis Ababa,2019-12-11,10.1,Equipment Failure,TOTAL,893,12/11/2019 10:05,,0,1.1426939343808893,1.412657161634695
Addis Ababa,2020-06-08,6.77,Maintenance,Hawassa Main,373,6/8/2020 6:46,,0,0.09606558143228257,-0.3871603494069416
Addis Ababa,2019-02-24,9.53,Equipment Failure,Addis East1,1195,2/24/2019 9:31,,0,0.9635413334257222,2.457935793047338
Addis Ababa,2021-09-14,3.58,Maintenance,Addis East2,901,9/14/2021 3:34,,0,-0.9065603782992654,1.4403466618045664
Mojo,2018-11-28,4.8,Equipment Failure,Mojo Industrial,268,11/28/2018 4:47,,0,-0.5231109516934697,-0.7505850391365029
Mojo,2018-04-27,1.33,Maintenance,Mojo Central,185,4/27/2018 1:19,QR,1,-1.6137416978591348,-1.037863603398918
Bahir Dar,2018-02-07,11.58,Maintenance,Bahir Dar West,463,2/7/2018 11:34,,0,1.6078620912469368,-0.07565347249588911
Mojo,2017-05-30,8.35,Equipment Failure,Mojo Industrial,239,5/30/2017 8:20,,0,0.5926640191676575,-0.8509594772522864
Dire Dawa,2020-01-12,11.27,Equipment Failure,F5,600,1/12/2020 11:15,,0,1.5104282205520212,0.3985292179131575
Addis Ababa,2019-06-30,3.92,Maintenance,Hawassa Main,589,6/30/2019 3:55,,0,-0.7996974233435519,0.3604561551795844
Bahir Dar,2020-03-22,7.73,Equipment Failure,Bahir Dar East,436,3/22/2020 7:43,,0,0.3977962777778271,-0.16910553556920485
Addis Ababa,2017-07-21,8.46,Maintenance,Hawassa Main,309,7/21/2017 8:27,,0,0.6272373281239182,-0.6086763507659123
Dire Dawa,2018-04-30,4.49,Maintenance,F6,548,4/30/2018 4:29,,0,-0.6205448223883848,0.21854746680899378
Mojo,2018-04-13,10.33,Equipment Failure,Mojo Central,229,4/13/2018 10:19,,0,1.2149835803803426,-0.8855713524646256
Dire Dawa,2018-12-28,11.42,Maintenance,F1,316,12/28/2018 11:25,,0,1.5575736418560127,-0.5844480381172749
Addis Ababa,2019-03-02,10.73,Accident,Harer Water,144,3/2/2019 10:44,,0,1.340704703857653,-1.1797722917695086
Addis Ababa,2018-04-24,9.13,Maintenance,TL,286,4/24/2018 9:07,,0,0.8378202099484126,-0.6882836637542924
Addis Ababa,2021-07-07,4.05,Maintenance,Mekanisa,937,7/7/2021 4:03,,0,-0.7588380582134261,1.5649494125689873
Dire Dawa,2020-03-07,4.1,Equipment Failure,F5 ,636,3/7/2020 4:05,,0,-0.7431229177787624,0.5231319686775785
Addis Ababa,2022-12-23,11.6,Equipment Failure,Hawassa Main,573,12/23/2022 11:35,,0,1.6141481474208021,0.3050771548398417
Addis Ababa,2021-12-09,1.11,Equipment Failure,Nifas Silk,857,12/9/2021 1:06,QR,1,-1.6828883157716552,1.288054410870274
Addis Ababa,2022-11-19,8.88,Maintenance,Kality 2,979,11/19/2022 8:52,,0,0.7592445077750938,1.7103192884608118
Addis Ababa,2017-01-20,8.77,Maintenance,Gefersa,836,1/20/2017 8:46,,0,0.7246711988188331,1.2153694729243618
Addis Ababa,2021-01-04,7.85,Maintenance,Gofa,878,1/4/2021 7:50,,0,0.4355126148210199,1.3607393488161863
Bahir Dar,2019-09-04,11.89,Maintenance,Bahir Dar East,453,9/4/2019 11:53,,0,1.7052959619418522,-0.11026534770822828
Mojo,2022-06-04,4.43,Maintenance,Mojo Industrial,257,6/4/2022 4:25,,0,-0.6394029909099815,-0.7886581018700759
Dire Dawa,2020-09-06,4.74,Accident,F6,677,9/6/2020 4:44,,0,-0.541969120215066,0.6650406570481691
Bahir Dar,2020-09-22,1.87,Maintenance,Bahir Dar East,514,9/22/2020 1:52,QR,1,-1.444018181164766,0.10086709108704063
Bahir Dar,2022-10-01,5.87,Equipment Failure,Bahir Dar West,617,10/1/2022 5:52,,0,-0.186806946391665,0.45736940577413404
Addis Ababa,2021-02-03,3.87,Equipment Failure,Line 2,150,2/3/2021 3:52,,0,-0.8154125637782156,-1.159005166642105
Dire Dawa,2018-12-04,4.78,Equipment Failure,F5 ,624,12/4/2018 4:46,,0,-0.529397007867335,0.48159771842277144
Addis Ababa,2022-06-29,10.18,Maintenance,Harer No 3,222,6/29/2022 10:10,,0,1.1678381590763514,-0.909799665113263
Addis Ababa,2022-09-01,11.29,Equipment Failure,Bedesa,265,9/1/2022 11:17,,0,1.5167142767258865,-0.7609686017002046
Addis Ababa,2019-04-26,3.04,Maintenance,Line1,172,4/26/2019 3:02,,0,-1.076283894993634,-1.0828590411749588
Addis Ababa,2020-03-29,5.1,Accident,PT,228,3/29/2020 5:05,,0,-0.4288201090854871,-0.8890325399858595
Bahir Dar,2018-09-12,11.21,Maintenance,Bahir Dar West,684,9/12/2018 11:12,,0,1.4915700520304251,0.6892689696968064
